sampleid	Site	Year_est	Age	OS_location	Lat_long	Establishment	pH	EC	Cutting	Cattle	Sheep	Plough
GP306	TownsendFarm_2	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP307	TownsendFarm_2	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP308	TownsendFarm_2	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP309	TownsendFarm_2	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP310	TownsendFarm_2	2010	11	SU0705164722	51.381505, -1.9000725	seed_mix	8.45	21.2	1	0	1	0
GP311	TownsendFarm_3_big	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay/bush	7.92	42.7	1	0	1	0
GP312	TownsendFarm_3_big	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay/bush	7.92	42.7	1	0	1	0
GP313	TownsendFarm_3_big	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay/bush	7.92	42.7	1	0	1	0
GP314	TownsendFarm_3_big	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay/bush	7.92	42.7	1	0	1	0
GP315	TownsendFarm_3_big	2014	7	SU0886965184	51.385634, -1.8739384	Green_hay/bush	7.92	42.7	1	0	1	0
GP316	ChurchFarm	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP317	ChurchFarm	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP318	ChurchFarm	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP319	ChurchFarm	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP320	ChurchFarm	2012	9	SU0979864321	51.377859, -1.8606121	seed_mix	8.63	20.7	1	1	1	0
GP321	StowellFarms_1_adj	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP322	StowellFarms_1_adj	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP323	StowellFarms_1_adj	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP324	StowellFarms_1_adj	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP325	StowellFarms_1_adj	2015	6	SU1362464180	51.376513, -1.8056466	seed_mix	6.6	21.8	1	1	1	1
GP326	MannorFmAltonBarnes	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	8.07	21.6	1	1	1	0
GP327	MannorFmAltonBarnes	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	8.07	21.6	1	1	1	0
GP328	MannorFmAltonBarnes	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	8.07	21.6	1	1	1	0
GP329	MannorFmAltonBarnes	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	8.07	21.6	1	1	1	0
GP330	MannorFmAltonBarnes	2012	9	SU1211561331	51.35093, -1.827423	seed_mix	8.07	21.6	1	1	1	0
GP331	HommingtonFarm	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	8.22	26.3	1	1	1	1
GP332	HommingtonFarm	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	8.22	26.3	1	1	1	1
GP333	HommingtonFarm	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	8.22	26.3	1	1	1	1
GP334	HommingtonFarm	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	8.22	26.3	1	1	1	1
GP335	HommingtonFarm	2014	7	SU1332825982	51.033048, -1.811306	seed_mix	8.22	26.3	1	1	1	1
GP336	ThropeManor_1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP337	ThropeManor_1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP338	ThropeManor_1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP339	ThropeManor_1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP340	ThropeManor_1	2002	19	SU0886123850	51.013962, -1.8750607	seed_mix	7.54	78.1	1	0	1	0
GP341	ThropeManor_2	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP342	ThropeManor_2	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP343	ThropeManor_2	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP344	ThropeManor_2	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP345	ThropeManor_2	1998	23	SU0843924348	51.018447, -1.8810649	seed_mix	7.73	28.8	1	0	1	1
GP346	ThropeManor_3	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP347	ThropeManor_3	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP348	ThropeManor_3	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP349	ThropeManor_3	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP350	ThropeManor_3	2000	21	SU0901525189	51.026001, -1.8728325	seed_mix	8.13	28.5	1	0	1	0
GP351	MannorFmBroadChalke	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay/bush	8.24	24.3	0	0	1	0
GP352	MannorFmBroadChalke	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay/bush	8.24	24.3	0	0	1	0
GP353	MannorFmBroadChalke	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay/bush	8.24	24.3	0	0	1	0
GP354	MannorFmBroadChalke	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay/bush	8.24	24.3	0	0	1	0
GP355	MannorFmBroadChalke	2010	11	SU0468023121	51.007455, -1.9346701	Green_hay/bush	8.24	24.3	0	0	1	0
GP356	BigleyFm_1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP357	BigleyFm_1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP358	BigleyFm_1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP359	BigleyFm_1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP360	BigleyFm_1	2014	7	ST9798720966	50.988091, -2.0300532	seed_mix	8.1	31.3	1	1	1	1
GP361	BigleyFm_2	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP362	BigleyFm_2	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP363	BigleyFm_2	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP364	BigleyFm_2	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP365	BigleyFm_2	2017	4	ST9796821801	50.9956, -2.0303288	seed_mix	7.35	46.8	1	1	1	1
GP366	NorringtonMannorFm_1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP367	NorringtonMannorFm_1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP368	NorringtonMannorFm_1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP369	NorringtonMannorFm_1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP370	NorringtonMannorFm_1	2009	12	ST9689721419	50.99216, -2.0455866	seed_mix	7.83	33.5	0	0	1	1
GP371	NorringtonMannorFm_2	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP372	NorringtonMannorFm_2	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP373	NorringtonMannorFm_2	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP374	NorringtonMannorFm_2	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP375	NorringtonMannorFm_2	2009	12	ST9699420390	50.982907, -2.0441957	seed_mix	8.2	28.5	0	0	1	0
GP376	ManorFmBerwickStJohn_1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP377	ManorFmBerwickStJohn_1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP378	ManorFmBerwickStJohn_1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP379	ManorFmBerwickStJohn_1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP380	ManorFmBerwickStJohn_1	2014	7	ST9468023123	51.007466, -2.0772007	seed_mix	7.47	17.83	1	1	1	0
GP381	ManorFmBerwickStJohn_3	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	8.36	23	1	1	1	0
GP382	ManorFmBerwickStJohn_3	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	8.36	23	1	1	1	0
GP383	ManorFmBerwickStJohn_3	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	8.36	23	1	1	1	0
GP384	ManorFmBerwickStJohn_3	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	8.36	23	1	1	1	0
GP385	ManorFmBerwickStJohn_3	2018	3	ST9422022841	51.004926, -2.0837525	seed_mix	8.36	23	1	1	1	0
GP386	Jemma_1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay/bush	8.31	33.5	1	1	1	0
GP387	Jemma_1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay/bush	8.31	33.5	1	1	1	0
GP388	Jemma_1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay/bush	8.31	33.5	1	1	1	0
GP389	Jemma_1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay/bush	8.31	33.5	1	1	1	0
GP390	Jemma_1	2010	11	SU1405276456	51.486882, -1.7990143	Green_hay/bush	8.31	33.5	1	1	1	0
GP391	Jemma_2	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP392	Jemma_2	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP393	Jemma_2	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP394	Jemma_2	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP395	Jemma_2	2008	13	SU1194873670	51.46188, -1.8294093	Natural_regen	7.96	104.2	0	1	0	0
GP396	Jemma_7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay/bush	7.95	106.1	0	0	1	1
GP397	Jemma_7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay/bush	7.95	106.1	0	0	1	1
GP398	Jemma_7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay/bush	7.95	106.1	0	0	1	1
GP399	Jemma_7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay/bush	7.95	106.1	0	0	1	1
GP400	Jemma_7	2014	7	SU1641473039	51.456096, -1.7651546	Green_hay/bush	7.95	106.1	0	0	1	1
GP401	Jemma_4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay/bush	7.31	145.8	1	1	1	0
GP402	Jemma_4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay/bush	7.31	145.8	1	1	1	0
GP403	Jemma_4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay/bush	7.31	145.8	1	1	1	0
GP404	Jemma_4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay/bush	7.31	145.8	1	1	1	0
GP405	Jemma_4	2015	6	SU1261971802	51.44507, -1.8198169	Green_hay/bush	7.31	145.8	1	1	1	0
GP406	Jemma_5	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP407	Jemma_5	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP408	Jemma_5	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP409	Jemma_5	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP410	Jemma_5	2015	6	SU1538172691	51.452995, -1.7800368	seed_mix	8.2	77.7	1	0	1	0
GP411	Jemma_6	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP412	Jemma_6	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP413	Jemma_6	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP414	Jemma_6	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP415	Jemma_6	2013	8	SU1560872573	51.451928, -1.7767752	seed_mix	8.54	66.9	1	0	1	0
GP416	Jemma_9	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP417	Jemma_9	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP418	Jemma_9	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP419	Jemma_9	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP420	Jemma_9	2015	6	SU1669072674	51.452806, -1.7611995	seed_mix	8.22	104.9	1	0	1	0
GP421	HomeFarm_WoodlandTrust_Hampshire_good_1c	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP422	HomeFarm_WoodlandTrust_Hampshire_good_1c	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP423	HomeFarm_WoodlandTrust_Hampshire_good_1c	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP424	HomeFarm_WoodlandTrust_Hampshire_good_1c	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP425	HomeFarm_WoodlandTrust_Hampshire_good_1c	1994	27	SU6579941829	51.171925, -1.0602025	seed_mix	6.62	28.4	0	1	0	0
GP426	Crux_easton_70b1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP427	Crux_easton_70b1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP428	Crux_easton_70b1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP429	Crux_easton_70b1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP430	Crux_easton_70b1	2000	21	SU4192556251	51.303843, -1.3999827	seed_mix	7.78	80.7	0	0	1	1
GP431	Crux_easton_70b2	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	8.4	76.3	1	0	1	0
GP432	Crux_easton_70b2	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	8.4	76.3	1	0	1	0
GP433	Crux_easton_70b2	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	8.4	76.3	1	0	1	0
GP434	Crux_easton_70b2	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	8.4	76.3	1	0	1	0
GP435	Crux_easton_70b2	2002	19	SU4195056550	51.306529, -1.399589	seed_mix	8.4	76.3	1	0	1	0
GP436	Martin_Down_arabel_reversion	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP437	Martin_Down_arabel_reversion	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP438	Martin_Down_arabel_reversion	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP439	Martin_Down_arabel_reversion	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP440	Martin_Down_arabel_reversion	1957	64	SU0390520162	50.980853, -1.9457471	Natural_regen	8.23	115.8	0	0	1	1
GP441	Parsonage_down_reversion	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP442	Parsonage_down_reversion	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP443	Parsonage_down_reversion	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP444	Parsonage_down_reversion	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP445	Parsonage_down_reversion	1945	76	SU0610341686	51.174381, -1.9140803	Natural_regen	8.12	89.8	0	1	0	1
GP446	TARGET_MartinDown	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP447	TARGET_MartinDown	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP448	TARGET_MartinDown	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP449	TARGET_MartinDown	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP450	TARGET_MartinDown	old	>100	SU0558918665	50.967378, -1.9217813	Natural_regen	8.05	104.9	0	0	1	NA
GP451	TARGET_St_Catherines	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP452	TARGET_St_Catherines	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP453	TARGET_St_Catherines	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP454	TARGET_St_Catherines	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP455	TARGET_St_Catherines	old	>100	SU4832527522	51.045025, -1.3120365	Natural_regen	7.95	184.8	0	0	1	NA
GP456	TARGET_ParsonageDown	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP457	TARGET_ParsonageDown	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP458	TARGET_ParsonageDown	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP459	TARGET_ParsonageDown	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP460	TARGET_ParsonageDown	old	>100	SU0552141345	51.17132, -1.9224106	Natural_regen	8.06	112.3	0	0	1	NA
GP461	TARGET_KNEPP_A New_Barn_Field	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP462	TARGET_KNEPP_A New_Barn_Field	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP463	TARGET_KNEPP_A New_Barn_Field	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP464	TARGET_KNEPP_A New_Barn_Field	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP465	TARGET_KNEPP_A New_Barn_Field	2006	15	TQ1420019600	50.964513, -0.3751305	Natural_regen	6.72	48.7	0	1	0	NA
GP466	Knepp_Pond_field	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP467	Knepp_Pond_field	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP468	Knepp_Pond_field	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP469	Knepp_Pond_field	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP470	Knepp_Pond_field	2003	18	TQ1410019300	50.961836, -0.3766479	Natural_regen	6.62	23.5	0	1	0	NA
GP471	Knepp_Benton_field	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP472	Knepp_Benton_field	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP473	Knepp_Benton_field	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP474	Knepp_Benton_field	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
GP475	Knepp_Benton_field	2005	16	TQ1450019800	50.966251, -0.37079737	Natural_regen	6.52	27.6	0	1	0	NA
