Stonehenge_2002_2017,1051.0,2697.0,6633.0,1511.0,601.0,5952.0,2817.0,7498.0,1311.0,1618.0,120.0,297.0,212.0,87.0,804.0,86.0,306.0,171.0,471.0,316.0,181.0,469.0,82.0,288.0,258.0,42.0,69.0,63.0,33.0,68.0,20.0,26.0,63.0,142.0,25.0,24.0,3.0,0.0,19.0,0.0,0.0,3.0,9.0,0.0,16.0,15.0,22.0,8.0,0.0,3.0,9.0,9.0,7.0,27.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU1480043200,51.187837; -1.7896132,Green_hay/bush,7.91,130.3,0.0,1.0,1.0,1
Stonehenge_2010,1211.0,2599.0,6090.0,1476.0,408.0,4411.0,4160.0,4549.0,1229.0,1159.0,218.0,376.0,217.0,68.0,594.0,118.0,244.0,55.0,465.0,382.0,172.0,422.0,68.0,497.0,100.0,156.0,73.0,55.0,27.0,99.0,39.0,15.0,113.0,138.0,21.0,24.0,21.0,0.0,22.0,20.0,9.0,0.0,8.0,0.0,6.0,8.0,54.0,25.0,0.0,26.0,9.0,16.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU1070043000,51.186129; -1.8482842,Green_hay/bush,7.69,202.0,0.0,1.0,1.0,1
Stonehenge_2011,1449.0,2285.0,7181.0,1648.0,627.0,6296.0,4343.0,5984.0,1409.0,1672.0,317.0,463.0,169.0,66.0,743.0,115.0,329.0,76.0,624.0,573.0,318.0,542.0,113.0,603.0,210.0,152.0,98.0,108.0,37.0,87.0,25.0,0.0,129.0,132.0,15.0,36.0,15.0,0.0,15.0,19.0,15.0,0.0,10.0,0.0,7.0,14.0,74.0,14.0,0.0,35.0,0.0,0.0,2.0,49.0,20.0,10.0,4.0,0.0,8.0,0.0,0.0,5.0,0.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,10,SU1050043600,51.191528; -1.8511284,Green_hay/bush,7.85,174.3,0.0,1.0,1.0,1
Stonehenge_-_Luxenborough_BankB,1783.0,1708.0,6460.0,1657.0,285.0,4678.0,4476.0,4971.0,1527.0,1398.0,206.0,572.0,277.0,50.0,563.0,135.0,258.0,56.0,544.0,471.0,169.0,500.0,69.0,626.0,122.0,63.0,47.0,106.0,51.0,134.0,39.0,11.0,101.0,156.0,12.0,57.0,19.0,0.0,17.0,16.0,11.0,0.0,20.0,0.0,10.0,0.0,37.0,7.0,0.0,29.0,0.0,18.0,0.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU1290041900,51.176193; -1.8168457,Green_hay/bush,7.78,186.6,1.0,0.0,1.0,1
Watlington_natural_reversion,2590.0,1601.0,9623.0,2568.0,331.0,3193.0,3793.0,2885.0,1923.0,938.0,172.0,343.0,184.0,118.0,338.0,137.0,172.0,115.0,564.0,466.0,168.0,933.0,36.0,1483.0,87.0,96.0,86.0,71.0,47.0,97.0,21.0,0.0,61.0,238.0,28.0,31.0,12.0,0.0,18.0,15.0,21.0,0.0,20.0,0.0,8.0,0.0,33.0,0.0,0.0,8.0,0.0,9.0,0.0,64.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU7050293600,51.636798; -0.98266944,Natural_regen,7.8,147.5,0.0,0.0,1.0,0
St_Catherines_A3,961.0,1531.0,7161.0,1567.0,258.0,3075.0,2902.0,3921.0,1164.0,1098.0,197.0,171.0,99.0,51.0,315.0,65.0,185.0,86.0,328.0,206.0,108.0,356.0,66.0,950.0,90.0,162.0,70.0,30.0,30.0,46.0,37.0,17.0,67.0,174.0,4.0,0.0,17.0,0.0,10.0,9.0,23.0,0.0,13.0,0.0,4.0,0.0,6.0,11.0,0.0,0.0,0.0,8.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994,27,SU4812327449,51.044386; -1.3149275,Green_hay/bush,7.63,222.0,1.0,1.0,1.0,0
HARLEY_FARMS_Chittern,1460.0,2725.0,6416.0,1569.0,509.0,6077.0,3934.0,4950.0,1516.0,1454.0,141.0,469.0,174.0,32.0,687.0,112.0,294.0,100.0,324.0,428.0,241.0,435.0,61.0,556.0,224.0,74.0,65.0,85.0,48.0,117.0,83.0,0.0,94.0,53.0,5.0,13.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,7.0,0.0,16.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,8,ST9762044730,51.201778; -2.0354461,seed_mix,7.77,197.9,1.0,1.0,0.0,1
HARLEY_FARMS_New1,1164.0,3739.0,5617.0,1242.0,612.0,6103.0,3873.0,5642.0,1005.0,1208.0,162.0,410.0,153.0,75.0,684.0,96.0,678.0,63.0,360.0,313.0,238.0,406.0,75.0,444.0,223.0,95.0,185.0,36.0,47.0,99.0,96.0,14.0,112.0,144.0,15.0,0.0,32.0,0.0,9.0,24.0,8.0,8.0,23.0,4.0,5.0,21.0,11.0,20.0,0.0,29.0,3.0,20.0,13.0,7.0,5.0,0.0,10.0,0.0,7.0,0.0,0.0,11.0,7.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1,ST9346829822,51.067692; -2.0945983,seed_mix,7.84,144.1,0.0,1.0,0.0,0
HARLEY_FARMS_new2b,1701.0,4399.0,5174.0,1521.0,347.0,5412.0,3260.0,5056.0,758.0,872.0,269.0,882.0,115.0,536.0,914.0,112.0,210.0,25.0,281.0,322.0,310.0,606.0,18.0,403.0,117.0,23.0,287.0,73.0,96.0,218.0,267.0,0.0,72.0,263.0,58.0,19.0,33.0,15.0,15.0,0.0,7.0,16.0,21.0,125.0,19.0,28.0,80.0,10.0,46.0,70.0,5.0,15.0,32.0,11.0,0.0,0.0,5.0,12.0,7.0,0.0,8.0,3.0,3.0,3.0,11.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1,ST9242629613,51.065799; -2.1094648,seed_mix,7.09,102.5,1.0,0.0,0.0,0
WINDMILL_farm,1017.0,3279.0,4014.0,1084.0,275.0,3105.0,2341.0,2543.0,609.0,642.0,222.0,460.0,91.0,313.0,536.0,59.0,122.0,41.0,264.0,213.0,134.0,345.0,3.0,108.0,64.0,2.0,115.0,22.0,47.0,147.0,133.0,37.0,28.0,68.0,18.0,0.0,15.0,13.0,10.0,9.0,8.0,0.0,0.0,34.0,6.0,25.0,36.0,0.0,47.0,2.0,6.0,9.0,0.0,5.0,16.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,31,SU7176229761,51.06271; -0.97732036,seed_mix,7.32,210.0,1.0,1.0,1.0,1
DRUIDS,1226.0,3907.0,5967.0,1566.0,401.0,4811.0,2893.0,4828.0,783.0,1086.0,207.0,626.0,109.0,376.0,789.0,98.0,193.0,51.0,318.0,230.0,141.0,411.0,24.0,313.0,125.0,24.0,132.0,33.0,57.0,150.0,139.0,23.0,90.0,126.0,21.0,8.0,16.0,13.0,0.0,6.0,21.0,6.0,16.0,38.0,4.0,27.0,30.0,0.0,19.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,19,SU2964250324,51.251319; -1.5766624,seed_mix,7.14,176.3,1.0,1.0,1.0,1
Stratton_Wood,1062.0,1465.0,5729.0,1218.0,746.0,5224.0,2442.0,4338.0,922.0,1462.0,236.0,280.0,208.0,374.0,736.0,65.0,365.0,46.0,249.0,140.0,181.0,294.0,23.0,439.0,103.0,56.0,175.0,22.0,41.0,59.0,60.0,0.0,69.0,158.0,39.0,0.0,49.0,0.0,0.0,0.0,16.0,0.0,17.0,16.0,4.0,19.0,7.0,15.0,21.0,12.0,0.0,0.0,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,26,SU1647289260,51.601942; -1.7635665,seed_mix,7.41,126.8,1.0,0.0,0.0,1
WESTMEAD_FARM,874.0,807.0,3586.0,847.0,314.0,2705.0,1865.0,2546.0,806.0,995.0,88.0,234.0,128.0,256.0,446.0,38.0,182.0,44.0,208.0,147.0,108.0,192.0,60.0,164.0,34.0,9.0,54.0,20.0,44.0,52.0,18.0,17.0,40.0,135.0,41.0,11.0,7.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,11.0,8.0,16.0,5.0,0.0,7.0,0.0,12.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,21,SU6317525168,51.022422; -1.1006408,seed_mix,7.75,159.0,1.0,0.0,1.0,0
RSPB_orig_green,1156.0,3031.0,5565.0,1346.0,225.0,4142.0,2296.0,4630.0,1325.0,1181.0,99.0,250.0,218.0,209.0,548.0,79.0,139.0,181.0,382.0,245.0,178.0,251.0,32.0,179.0,216.0,10.0,86.0,70.0,20.0,75.0,39.0,0.0,12.0,138.0,36.0,14.0,0.0,0.0,13.0,8.0,9.0,7.0,9.0,0.0,14.0,0.0,45.0,12.0,8.0,8.0,20.0,4.0,0.0,41.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,15,SU2135640329,51.161815; -1.6959767,Green_hay/bush,7.99,138.1,0.0,1.0,1.0,0
RSPB_churchil,857.0,2049.0,4559.0,1012.0,509.0,3689.0,2614.0,3783.0,876.0,956.0,102.0,242.0,103.0,127.0,460.0,80.0,228.0,94.0,232.0,161.0,138.0,331.0,43.0,175.0,168.0,42.0,56.0,58.0,22.0,56.0,23.0,0.0,33.0,143.0,23.0,14.0,11.0,0.0,13.0,18.0,0.0,61.0,8.0,2.0,8.0,0.0,16.0,19.0,7.0,7.0,0.0,5.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,11,SU2075340336,51.1619; -1.7045994,Green_hay/bush,8.01,116.8,0.0,0.0,1.0,0
RSPB_junction,1491.0,4333.0,6501.0,1843.0,577.0,6108.0,4270.0,5206.0,1178.0,1542.0,234.0,485.0,197.0,167.0,750.0,132.0,254.0,78.0,490.0,330.0,168.0,530.0,48.0,494.0,177.0,9.0,61.0,98.0,46.0,90.0,51.0,0.0,67.0,181.0,37.0,35.0,40.0,0.0,14.0,12.0,10.0,6.0,14.0,0.0,9.0,17.0,37.0,18.0,11.0,37.0,13.0,13.0,0.0,16.0,31.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,14,SU2267739280,51.152332; -1.6771517,Green_hay/bush,8.41,24.6,0.0,0.0,1.0,0
RSPB_Mainline,1109.0,2168.0,4662.0,1250.0,423.0,5433.0,3263.0,3802.0,971.0,1258.0,134.0,373.0,186.0,136.0,542.0,111.0,308.0,87.0,350.0,347.0,147.0,327.0,67.0,252.0,201.0,107.0,76.0,48.0,43.0,61.0,37.0,0.0,58.0,118.0,26.0,9.0,28.0,0.0,19.0,21.0,6.0,37.0,7.0,0.0,7.0,0.0,16.0,24.0,9.0,12.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,6.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,SU2250539212,51.151728; -1.6796151,Green_hay/bush,8.48,23.4,0.0,0.0,1.0,0
Baltic_farm_1,980.0,1048.0,3865.0,724.0,289.0,2427.0,957.0,3577.0,487.0,956.0,24.0,184.0,97.0,523.0,353.0,22.0,46.0,111.0,105.0,47.0,30.0,133.0,27.0,60.0,26.0,8.0,4.0,0.0,15.0,24.0,0.0,33.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,5.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,16,SU0459767825,51.40943; -1.9352946,Green_hay/bush,7.94,29.2,1.0,1.0,1.0,0
